error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.48393950591216217,0.33263246425567705,0.33503184713375794,0.3437892095357591,0.3409475465313029,0.3351602023608769,0.346252129471891,0.3183690280065898,0.28784013605442177,0.2957565366480926,0.3364406779661017,0.36855670103092786,0.3812154696132597,0.3897736797988265,0.3833126807104502,0.3683989941324392,0.3562874251497006,0.4072079536039768,0.4329004329004329,0.4358538657604078,0.4726729291204099,0.5302642796248934,0.5825242718446602,0.6143092105263158,0.7010893246187364,0.7482014388489209,0.7786131996658312,0.8181049069373942,0.8045588856057408,0.761865112406328,0.702037351443124,0.6307300509337861,0.542407943731899
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.4187473606418919,0.2283431455004205,0.22462845010615712,0.24006691760769552,0.23434856175972926,0.23355817875210794,0.2227427597955707,0.21622734761120263,0.19982993197278912,0.23746249464209174,0.26610169491525426,0.28780068728522334,0.3200169995750106,0.3235540653813915,0.33044196612969845,0.31056160938809724,0.29726261762189904,0.32145816072908034,0.36103896103896105,0.37595581988105353,0.42356959863364646,0.46035805626598464,0.5411566061629379,0.5748355263157895,0.6610021786492375,0.7156157426999576,0.746031746031746,0.7813028764805414,0.7547488391726467,0.7318900915903414,0.6566213921901528,0.5933786078098472,0.5242035581299131
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.6191934121621622,0.49495374264087466,0.5180467091295117,0.5173567544960268,0.5258037225042301,0.5219224283305227,0.5076660988074957,0.46622734761120266,0.4166666666666667,0.44749249892841836,0.5059322033898305,0.5094501718213058,0.5363365915852104,0.5561609388097234,0.5485336637752994,0.5213746856663872,0.49871685201026517,0.5526097763048882,0.5792207792207792,0.5790144435004249,0.6327924850555081,0.6500426257459505,0.6956521739130435,0.7261513157894737,0.7930283224400871,0.8349555649597968,0.8617376775271512,0.8904399323181049,0.8767412410299704,0.8497085761865112,0.7852292020373515,0.730899830220713,0.6797683078196111
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.44189453125,0.27333894028595457,0.2734607218683652,0.2902551233793392,0.2808798646362098,0.2715008431703204,0.2721465076660988,0.25906095551894565,0.2342687074829932,0.2516073724817831,0.29152542372881357,0.32130584192439865,0.33021674458138545,0.3549874266554904,0.3486162742668319,0.32271584241408213,0.3105218135158255,0.3591549295774648,0.3800865800865801,0.4124893797790994,0.4333902647309991,0.484228473998295,0.5593077247783875,0.5999177631578947,0.6749455337690632,0.7185780787134998,0.7543859649122807,0.7931472081218274,0.7716336006753904,0.7327227310574521,0.6515280135823429,0.6095076400679117,0.5151013653289201
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.4128351984797297,0.18881412952060556,0.19363057324840766,0.20033458803847762,0.20050761421319796,0.1973018549747049,0.19420783645655879,0.18369028006589785,0.2108843537414966,0.21303043291898843,0.26016949152542374,0.2963917525773196,0.30939226519337015,0.3231349538977368,0.3469640644361834,0.3034367141659681,0.2981180496150556,0.3512841756420878,0.36753246753246754,0.37128292268479185,0.43296327924850553,0.47485080988917305,0.5394681300126636,0.5879934210526315,0.6675381263616558,0.7274650867541261,0.7472848788638262,0.7753807106598984,0.7408189109328831,0.7431307243963364,0.6400679117147708,0.6005942275042445,0.5192387256930079
