error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.73053125,0.3713991769547325,0.3692468619246862,0.3354101765316719,0.33298969072164947,0.3573635427394439,0.37014314928425357,0.4118792599805258,0.5231388329979879,0.5929892891918208,0.6691410392364793,0.708984375,0.7207859358841778,0.756,0.7984718242597899,0.8111888111888111,0.8491295938104448,0.8562874251497006,0.8674443266171792,0.8893401015228426,0.9115384615384615,0.9180327868852459,0.9365079365079365,0.9208984375,0.9135082604470359,0.9394550958627649,0.9544554455445544,0.9363117870722434,0.9488188976377953,0.8970588235294118,0.891260162601626,0.8356573705179283,0.6788990825688074
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.63334375,0.11934156378600823,0.09518828451882845,0.11318795430944964,0.13711340206185568,0.20288362512873326,0.2167689161554192,0.28237585199610515,0.3702213279678068,0.4216163583252191,0.4973488865323436,0.556640625,0.640124095139607,0.706,0.7354345749761223,0.7372627372627373,0.7775628626692457,0.7734530938123753,0.8154825026511134,0.8598984771573605,0.8557692307692307,0.8775313404050145,0.8849206349206349,0.888671875,0.8814382896015549,0.9031281533804238,0.9237623762376238,0.9011406844106464,0.8868110236220472,0.8539215686274509,0.8353658536585366,0.7709163346613546,0.6095820591233435
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.637375,0.09876543209876543,0.10460251046025104,0.10799584631360332,0.1268041237113402,0.16889804325437693,0.2198364008179959,0.2804284323271665,0.33903420523138833,0.4498539435248296,0.5355249204665959,0.5703125,0.6701137538779731,0.678,0.7239732569245463,0.7882117882117882,0.7872340425531915,0.810379241516966,0.8589607635206787,0.848730964467005,0.8951923076923077,0.8997107039537127,0.8938492063492064,0.865234375,0.8882410106899903,0.905146316851665,0.905940594059406,0.8887832699619772,0.8877952755905512,0.8666666666666667,0.8323170731707317,0.7768924302788844,0.5871559633027523
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.6316875,0.10699588477366255,0.10774058577405858,0.09657320872274143,0.14329896907216494,0.17713697219361482,0.1983640081799591,0.26484907497565724,0.3551307847082495,0.43816942551119764,0.503711558854719,0.5576171875,0.6039296794208894,0.661,0.7373447946513849,0.7632367632367633,0.793036750483559,0.8143712574850299,0.8451749734888653,0.8588832487309644,0.8875,0.892960462873674,0.8898809523809523,0.8671875,0.8892128279883382,0.9091826437941474,0.9089108910891089,0.908745247148289,0.8917322834645669,0.8598039215686275,0.8292682926829268,0.7589641434262948,0.5535168195718655
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.6373125,0.10905349794238683,0.11506276150627615,0.12045690550363447,0.11958762886597939,0.16992790937178168,0.2116564417177914,0.2560856864654333,0.35311871227364183,0.4625121713729309,0.528101802757158,0.55859375,0.6235780765253361,0.65,0.7526265520534862,0.7752247752247752,0.7872340425531915,0.8143712574850299,0.8791092258748674,0.8507614213197969,0.885576923076923,0.9064609450337512,0.8928571428571429,0.8818359375,0.9183673469387755,0.9212916246215943,0.9198019801980198,0.8916349809885932,0.9025590551181102,0.8539215686274509,0.8211382113821138,0.7699203187250996,0.5535168195718655
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.63175,0.09876543209876543,0.09832635983263599,0.12149532710280374,0.1309278350515464,0.1431513903192585,0.18916155419222905,0.2736124634858812,0.36519114688128773,0.47224926971762415,0.513255567338282,0.587890625,0.6225439503619442,0.633,0.7297039159503342,0.7672327672327672,0.7833655705996132,0.8033932135728543,0.8313891834570519,0.86497461928934,0.8634615384615385,0.8833172613307618,0.8869047619047619,0.8857421875,0.8785228377065112,0.8970736629667003,0.906930693069307,0.9096958174904943,0.8887795275590551,0.8480392156862745,0.8414634146341463,0.7868525896414342,0.5688073394495413
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
0.62640625,0.10802469135802469,0.09518828451882845,0.09968847352024922,0.13917525773195877,0.16683831101956745,0.2065439672801636,0.26484907497565724,0.3551307847082495,0.46543330087633883,0.48038176033934255,0.568359375,0.6111685625646329,0.651,0.7010506208213945,0.7592407592407593,0.7321083172147002,0.7874251497005988,0.8282078472958643,0.8548223350253807,0.875,0.8919961427193829,0.8660714285714286,0.8701171875,0.8969873663751214,0.887991927346115,0.8821782178217822,0.9011406844106464,0.8789370078740157,0.8598039215686275,0.8567073170731707,0.7729083665338645,0.5922528032619776
error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
