vison_layer,R1,R5,R10
12,0.00019138755980861245,0.004976076555023924,0.008995215311004785
vison_layer,R1,R5,R10
12,0.00019138755980861245,0.004976076555023924,0.008995215311004785
vison_layer,R1,R5,R10
12,0.046124401913875596,0.13186602870813396,0.17014354066985646
vison_layer,R1,R5,R10
6,0.017799043062200957,0.05952153110047847,0.10411483253588517
vison_layer,R1,R5,R10
5,0.013971291866028707,0.04688995215311005,0.08650717703349282
vison_layer,R1,R5,R10
4,0.01090909090909091,0.04421052631578947,0.07291866028708134
vison_layer,R1,R5,R10
3,0.007655502392344498,0.03444976076555024,0.05588516746411483
vison_layer,R1,R5,R10
2,0.00784688995215311,0.02507177033492823,0.042870813397129184
vison_layer,R1,R5,R10
1,0.0019138755980861245,0.009569377990430622,0.01971291866028708
vison_layer,R1,R5,R10
11,0.0476555023923445,0.13569377990430623,0.17933014354066987
vison_layer,R1,R5,R10
9,0.034832535885167465,0.12,0.18354066985645934
vison_layer,R1,R5,R10
8,0.03062200956937799,0.10181818181818182,0.1571291866028708
vison_layer,R1,R5,R10
7,0.02277511961722488,0.08095693779904306,0.1295693779904306
vison_layer,R1,R5,R10
10,0.042105263157894736,0.1230622009569378,0.17454545454545456
vison_layer,R1,R5,R10
12,0.046124401913875596,0.13186602870813396,0.17014354066985646
audio_layer,R1,R5,R10
3,0.007655502392344498,0.03444976076555024,0.05588516746411483
audio_layer,R1,R5,R10
4,0.01090909090909091,0.04421052631578947,0.07291866028708134
audio_layer,R1,R5,R10
6,0.017799043062200957,0.05952153110047847,0.10411483253588517
audio_layer,R1,R5,R10
5,0.013971291866028707,0.04688995215311005,0.08650717703349282
audio_layer,R1,R5,R10
2,0.00784688995215311,0.02507177033492823,0.042870813397129184
audio_layer,R1,R5,R10
1,0.0019138755980861245,0.009569377990430622,0.01971291866028708
audio_layer,R1,R5,R10
7,0.02277511961722488,0.08095693779904306,0.1295693779904306
audio_layer,R1,R5,R10
12,0.046124401913875596,0.13186602870813396,0.17014354066985646
audio_layer,R1,R5,R10
9,0.034832535885167465,0.12,0.18354066985645934
audio_layer,R1,R5,R10
8,0.03062200956937799,0.10181818181818182,0.1571291866028708
audio_layer,R1,R5,R10
10,0.042105263157894736,0.1230622009569378,0.17454545454545456
audio_layer,R1,R5,R10
11,0.0476555023923445,0.13569377990430623,0.17933014354066987
audio_layer,R1,R5,R10
4,0.01090909090909091,0.04421052631578947,0.07291866028708134
audio_layer,R1,R5,R10
5,0.013971291866028707,0.04688995215311005,0.08650717703349282
audio_layer,R1,R5,R10
3,0.007655502392344498,0.03444976076555024,0.05588516746411483
audio_layer,R1,R5,R10
2,0.00784688995215311,0.02507177033492823,0.042870813397129184
audio_layer,R1,R5,R10
1,0.0019138755980861245,0.009569377990430622,0.01971291866028708
audio_layer,R1,R5,R10
6,0.017799043062200957,0.05952153110047847,0.10411483253588517
audio_layer,R1,R5,R10
9,0.034832535885167465,0.12,0.18354066985645934
audio_layer,R1,R5,R10
8,0.03062200956937799,0.10181818181818182,0.1571291866028708
audio_layer,R1,R5,R10
7,0.02277511961722488,0.08095693779904306,0.1295693779904306
audio_layer,R1,R5,R10
10,0.042105263157894736,0.1230622009569378,0.17454545454545456
audio_layer,R1,R5,R10
11,0.0476555023923445,0.13569377990430623,0.17933014354066987
audio_layer,R1,R5,R10
12,0.046124401913875596,0.13186602870813396,0.17014354066985646
