dynamic,1,1,1,15.6904,0.1502,0.1994,0.2664,0.3056,0.348,0.3698,0.3874,0.4018,0.408,0.4142,0.419,0.4224,0.4262,0.4288,0.4318,0.4344,0.4518,0.4606,0.4708,0.4814
total,1,1,1,15.6904,0.1502
total,1,2,1,15.6904,0.1778,0.1994
total,1,5,1,15.6904,0.208,0.2416,0.2664
total,1,10,1,15.6904,0.22,0.2612,0.2936,0.3056
total,1,20,1,15.6904,0.2312,0.2774,0.3184,0.3368,0.348
total,1,30,1,15.6904,0.2348,0.2838,0.3268,0.349,0.364,0.3698
total,1,40,1,15.6904,0.2378,0.2884,0.3334,0.3572,0.376,0.3834,0.3874
total,1,50,1,15.6904,0.2406,0.2914,0.3392,0.3658,0.3872,0.3952,0.4004,0.4018
total,1,60,1,15.6904,0.2422,0.2928,0.3416,0.3692,0.3904,0.3996,0.405,0.407,0.408
total,1,70,1,15.6904,0.2446,0.295,0.3444,0.3728,0.3942,0.4044,0.4102,0.412,0.4136,0.4142
total,1,80,1,15.6904,0.246,0.2964,0.3468,0.3756,0.3972,0.4072,0.4136,0.4158,0.4178,0.4184,0.419
total,1,90,1,15.6904,0.2464,0.2974,0.348,0.3776,0.3998,0.4098,0.4162,0.4184,0.4204,0.4214,0.4218,0.4224
total,1,100,1,15.6904,0.2476,0.299,0.3496,0.3788,0.4018,0.412,0.4182,0.421,0.4228,0.4238,0.4246,0.4254,0.4262
total,1,110,1,15.6904,0.248,0.3002,0.351,0.3804,0.4034,0.414,0.4202,0.423,0.4246,0.4256,0.4266,0.427,0.4282,0.4288
total,1,120,1,15.6904,0.2488,0.301,0.3526,0.3818,0.4052,0.4154,0.4222,0.4248,0.4266,0.4278,0.4284,0.4292,0.4302,0.431,0.4318
total,1,130,1,15.6904,0.2488,0.3012,0.3534,0.3826,0.4062,0.4164,0.4236,0.4262,0.4278,0.4292,0.4296,0.4306,0.431,0.4326,0.4338,0.4344
total,1,300,1,15.6904,0.2502,0.304,0.3572,0.3874,0.411,0.422,0.4296,0.433,0.4348,0.4364,0.4366,0.438,0.4394,0.4402,0.4412,0.4424,0.4518
total,1,400,1,15.6904,0.2498,0.3046,0.3588,0.3898,0.4134,0.4244,0.432,0.4358,0.4376,0.439,0.4394,0.4408,0.4418,0.443,0.444,0.4446,0.4558,0.4606
total,1,500,1,15.6904,0.2498,0.3054,0.3608,0.3922,0.4164,0.4268,0.4344,0.4392,0.4408,0.4424,0.443,0.4444,0.4452,0.4466,0.447,0.448,0.4584,0.4638,0.4708
total,1,600,1,15.6904,0.2516,0.3076,0.3638,0.3958,0.4206,0.4308,0.4382,0.4432,0.445,0.4466,0.4474,0.4484,0.4496,0.4508,0.4512,0.4522,0.4638,0.4696,0.4772,0.4814
