dynamic,10,8,20,"tensor(22.7832, device='cuda:0')",0.11326860841423948,0.2297734627831715,0.3559870550161812,0.42071197411003236,0.4627831715210356,0.4886731391585761,0.511326860841424,0.5372168284789643,0.5566343042071198,0.5825242718446602,0.6019417475728155,0.6181229773462783,0.6310679611650486
total,10,8,20,"tensor(22.7832, device='cuda:0')",0.31715210355987056,0.36245954692556637,0.40129449838187703,0.4368932038834951,0.4627831715210356
dynamic,1,8,20,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,30,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,1,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,10,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,2,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,5,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
total,1,8,20,"tensor(26.2816, device='cuda:0')",0.3592233009708738,0.4368932038834951,0.47896440129449835,0.5080906148867314,0.5372168284789643
total,1,8,30,"tensor(26.2816, device='cuda:0')",0.36245954692556637,0.4368932038834951,0.48220064724919093,0.5080906148867314,0.5469255663430421,0.5598705501618123
total,1,8,1,"tensor(26.2816, device='cuda:0')",0.31715210355987056
total,1,8,10,"tensor(26.2816, device='cuda:0')",0.3559870550161812,0.42718446601941745,0.46601941747572817,0.5016181229773463
total,1,8,2,"tensor(26.2816, device='cuda:0')",0.313915857605178,0.3786407766990291
total,1,8,5,"tensor(26.2816, device='cuda:0')",0.343042071197411,0.4110032362459547,0.4563106796116505
dynamic,1,8,70,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,50,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,80,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,60,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,40,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,1,8,90,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
total,1,8,50,"tensor(26.2816, device='cuda:0')",0.3592233009708738,0.4401294498381877,0.47896440129449835,0.49838187702265374,0.5372168284789643,0.5566343042071198,0.5663430420711975,0.5792880258899676
total,1,8,70,"tensor(26.2816, device='cuda:0')",0.3656957928802589,0.44660194174757284,0.4854368932038835,0.49838187702265374,0.540453074433657,0.5598705501618123,0.5792880258899676,0.5954692556634305,0.6084142394822006,0.6310679611650486
total,1,8,40,"tensor(26.2816, device='cuda:0')",0.3592233009708738,0.4401294498381877,0.47896440129449835,0.5048543689320388,0.5372168284789643,0.5598705501618123,0.5728155339805825
total,1,8,60,"tensor(26.2816, device='cuda:0')",0.3592233009708738,0.4401294498381877,0.47896440129449835,0.49514563106796117,0.5372168284789643,0.5598705501618123,0.56957928802589,0.5857605177993528,0.6051779935275081
total,1,8,80,"tensor(26.2816, device='cuda:0')",0.36893203883495146,0.44983818770226536,0.4919093851132686,0.5048543689320388,0.5469255663430421,0.5663430420711975,0.5889967637540453,0.598705501618123,0.6213592233009708,0.6310679611650486,0.6537216828478964
total,1,8,90,"tensor(26.2816, device='cuda:0')",0.36893203883495146,0.44983818770226536,0.4886731391585761,0.5048543689320388,0.5469255663430421,0.5663430420711975,0.5889967637540453,0.6051779935275081,0.6245954692556634,0.6440129449838188,0.6504854368932039,0.6731391585760518
dynamic,10,8,1,"tensor(22.7832, device='cuda:0')",0.11326860841423948,0.2297734627831715,0.3559870550161812,0.42071197411003236,0.4627831715210356,0.4886731391585761,0.511326860841424,0.5372168284789643,0.5566343042071198,0.5825242718446602,0.6019417475728155,0.6181229773462783,0.6310679611650486
dynamic,1,8,100,"tensor(26.2816, device='cuda:0')",0.31715210355987056,0.3786407766990291,0.4563106796116505,0.5016181229773463,0.5372168284789643,0.5598705501618123,0.5728155339805825,0.5792880258899676,0.6051779935275081,0.6310679611650486,0.6537216828478964,0.6731391585760518,0.6828478964401294
dynamic,10,8,5,"tensor(22.7832, device='cuda:0')",0.11326860841423948,0.2297734627831715,0.3559870550161812,0.42071197411003236,0.4627831715210356,0.4886731391585761,0.511326860841424,0.5372168284789643,0.5566343042071198,0.5825242718446602,0.6019417475728155,0.6181229773462783,0.6310679611650486
dynamic,10,8,2,"tensor(22.7832, device='cuda:0')",0.11326860841423948,0.2297734627831715,0.3559870550161812,0.42071197411003236,0.4627831715210356,0.4886731391585761,0.511326860841424,0.5372168284789643,0.5566343042071198,0.5825242718446602,0.6019417475728155,0.6181229773462783,0.6310679611650486
dynamic,10,8,10,"tensor(22.7832, device='cuda:0')",0.11326860841423948,0.2297734627831715,0.3559870550161812,0.42071197411003236,0.4627831715210356,0.4886731391585761,0.511326860841424,0.5372168284789643,0.5566343042071198,0.5825242718446602,0.6019417475728155,0.6181229773462783,0.6310679611650486
dynamic,10,8,20,"tensor(22.7832, device='cuda:0')",0.11326860841423948,0.2297734627831715,0.3559870550161812,0.42071197411003236,0.4627831715210356,0.4886731391585761,0.511326860841424,0.5372168284789643,0.5566343042071198,0.5825242718446602,0.6019417475728155,0.6181229773462783,0.6310679611650486
total,10,8,1,"tensor(22.7832, device='cuda:0')",0.11326860841423948
total,10,8,5,"tensor(22.7832, device='cuda:0')",0.28802588996763756,0.313915857605178,0.3559870550161812
total,10,8,2,"tensor(22.7832, device='cuda:0')",0.20388349514563106,0.2297734627831715
total,10,8,10,"tensor(22.7832, device='cuda:0')",0.3106796116504854,0.34627831715210355,0.3948220064724919,0.42071197411003236
total,10,8,20,"tensor(22.7832, device='cuda:0')",0.31715210355987056,0.36245954692556637,0.40129449838187703,0.4368932038834951,0.4627831715210356
total,1,8,100,"tensor(26.2816, device='cuda:0')",0.36893203883495146,0.44983818770226536,0.4886731391585761,0.5048543689320388,0.5436893203883495,0.5598705501618123,0.5857605177993528,0.598705501618123,0.6181229773462783,0.6407766990291263,0.6537216828478964,0.656957928802589,0.6828478964401294
