10,0.9964610717896866,"tensor(17.8730, device='cuda:0')","tensor(16.6567, device='cuda:0')","tensor(16.5873, device='cuda:0')","tensor(18.5079, device='cuda:0')","tensor(17.1077, device='cuda:0')","tensor(18.2059, device='cuda:0')","tensor(18.3091, device='cuda:0')","tensor(16.8654, device='cuda:0')","tensor(15.5283, device='cuda:0')","tensor(18.6056, device='cuda:0')","tensor(16.2388, device='cuda:0')","tensor(18.2500, device='cuda:0')","tensor(14.6190, device='cuda:0')","tensor(18.1429, device='cuda:0')","tensor(17.3056, device='cuda:0')","tensor(16.8286, device='cuda:0')","tensor(14.8871, device='cuda:0')","tensor(17.0833, device='cuda:0')","tensor(16.2414, device='cuda:0')","tensor(18.6970, device='cuda:0')","tensor(18.1525, device='cuda:0')","tensor(18.7377, device='cuda:0')","tensor(17.6721, device='cuda:0')","tensor(14.9516, device='cuda:0')","tensor(17.3099, device='cuda:0')","tensor(16.2656, device='cuda:0')","tensor(18.3770, device='cuda:0')","tensor(18.7465, device='cuda:0')","tensor(16.7344, device='cuda:0')","tensor(16.8958, device='cuda:0')","tensor(18.9787, device='cuda:0')","tensor(17.9153, device='cuda:0')"
S,error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
1,0.5945399393326593,0.6349206349206349,0.6567164179104478,0.5714285714285714,0.5714285714285714,0.6461538461538462,0.5588235294117647,0.5454545454545454,0.6153846153846154,0.5283018867924528,0.5211267605633803,0.5522388059701493,0.6428571428571429,0.49206349206349204,0.48214285714285715,0.6666666666666666,0.6142857142857143,0.5161290322580645,0.6333333333333333,0.6379310344827587,0.5757575757575758,0.559322033898305,0.5901639344262295,0.5409836065573771,0.5806451612903226,0.6197183098591549,0.625,0.5737704918032787,0.676056338028169,0.625,0.6458333333333334,0.6595744680851063,0.6610169491525424
1,0.5945399393326593,"tensor(25.6825, device='cuda:0')","tensor(26.4627, device='cuda:0')","tensor(26.7778, device='cuda:0')","tensor(26.9683, device='cuda:0')","tensor(28.0615, device='cuda:0')","tensor(28.0147, device='cuda:0')","tensor(27.0182, device='cuda:0')","tensor(27.2885, device='cuda:0')","tensor(28.2642, device='cuda:0')","tensor(26.8873, device='cuda:0')","tensor(27.3881, device='cuda:0')","tensor(26.3571, device='cuda:0')","tensor(26.5714, device='cuda:0')","tensor(28.9107, device='cuda:0')","tensor(25.5556, device='cuda:0')","tensor(27.5000, device='cuda:0')","tensor(26.3710, device='cuda:0')","tensor(26.9500, device='cuda:0')","tensor(26.7586, device='cuda:0')","tensor(27.6818, device='cuda:0')","tensor(27.4915, device='cuda:0')","tensor(27.7541, device='cuda:0')","tensor(28.0492, device='cuda:0')","tensor(27.6774, device='cuda:0')","tensor(26.9437, device='cuda:0')","tensor(26.0781, device='cuda:0')","tensor(27.2295, device='cuda:0')","tensor(27.1972, device='cuda:0')","tensor(28.0781, device='cuda:0')","tensor(26.8125, device='cuda:0')","tensor(25.9574, device='cuda:0')","tensor(26.4407, device='cuda:0')"
S,error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
30,0.9964610717896866,1.0,0.9850746268656716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,1.0,0.9848484848484849,0.9830508474576272,0.9836065573770492,1.0,0.9838709677419355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9830508474576272
30,0.9964610717896866,"tensor(13.5556, device='cuda:0')","tensor(11.8060, device='cuda:0')","tensor(10.9048, device='cuda:0')","tensor(12.6508, device='cuda:0')","tensor(11.9077, device='cuda:0')","tensor(12.7353, device='cuda:0')","tensor(11.2727, device='cuda:0')","tensor(10.8846, device='cuda:0')","tensor(11.6226, device='cuda:0')","tensor(12.4507, device='cuda:0')","tensor(11.8060, device='cuda:0')","tensor(13.8929, device='cuda:0')","tensor(8.6190, device='cuda:0')","tensor(12.6964, device='cuda:0')","tensor(11.8472, device='cuda:0')","tensor(12.1429, device='cuda:0')","tensor(10.4677, device='cuda:0')","tensor(11.9500, device='cuda:0')","tensor(9.4138, device='cuda:0')","tensor(12.6667, device='cuda:0')","tensor(11.8136, device='cuda:0')","tensor(12.0656, device='cuda:0')","tensor(11.4426, device='cuda:0')","tensor(10.4677, device='cuda:0')","tensor(11.2394, device='cuda:0')","tensor(12., device='cuda:0')","tensor(12.5410, device='cuda:0')","tensor(10.3380, device='cuda:0')","tensor(12.5156, device='cuda:0')","tensor(12.9583, device='cuda:0')","tensor(15.3617, device='cuda:0')","tensor(12.2712, device='cuda:0')"
S,error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
5,0.9964610717896866,1.0,0.9850746268656716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,1.0,0.9848484848484849,0.9830508474576272,0.9836065573770492,1.0,0.9838709677419355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9830508474576272
5,0.9964610717896866,"tensor(20.0159, device='cuda:0')","tensor(18.9851, device='cuda:0')","tensor(19.9048, device='cuda:0')","tensor(20.5556, device='cuda:0')","tensor(19.5846, device='cuda:0')","tensor(21.4559, device='cuda:0')","tensor(20.7818, device='cuda:0')","tensor(18.8077, device='cuda:0')","tensor(18.3585, device='cuda:0')","tensor(20.8169, device='cuda:0')","tensor(19.1791, device='cuda:0')","tensor(19.5000, device='cuda:0')","tensor(17.3810, device='cuda:0')","tensor(20.7679, device='cuda:0')","tensor(20.5000, device='cuda:0')","tensor(19.3857, device='cuda:0')","tensor(18.0161, device='cuda:0')","tensor(19.1333, device='cuda:0')","tensor(18.8621, device='cuda:0')","tensor(20.7121, device='cuda:0')","tensor(20.1186, device='cuda:0')","tensor(20.5738, device='cuda:0')","tensor(20.3443, device='cuda:0')","tensor(18.6935, device='cuda:0')","tensor(19.1268, device='cuda:0')","tensor(18.5000, device='cuda:0')","tensor(21.6393, device='cuda:0')","tensor(20.3662, device='cuda:0')","tensor(19.4688, device='cuda:0')","tensor(19.3125, device='cuda:0')","tensor(20.4468, device='cuda:0')","tensor(20.3729, device='cuda:0')"
S,error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
10,0.8296258847320526,0.12698412698412698,0.16417910447761194,0.2222222222222222,0.3968253968253968,0.46153846153846156,0.7205882352941176,0.6727272727272727,0.8269230769230769,0.9433962264150944,0.9859154929577465,0.9850746268656716,0.9464285714285714,0.8571428571428571,0.9821428571428571,0.9722222222222222,0.9571428571428572,0.967741935483871,0.9833333333333333,0.9310344827586207,0.9545454545454546,0.9830508474576272,0.9836065573770492,0.9836065573770492,0.967741935483871,0.971830985915493,0.9375,0.9836065573770492,0.9577464788732394,1.0,0.9583333333333334,0.9787234042553191,0.8813559322033898
